price,category,bedrooms,bathrooms,building_size,condominium_name,sku,geo_location,furnished_status,title,address,short_description,url
6584400,condo,2,1,36,Suntrust Amadea,CD6017A77A43F9APH,"[121.0254059949,14.6362081052]",270,"2-Bedroom Condo Unit for Sale in Paligsahan, Quezon City at Suntrust Amadea","Paligsahan, Quezon City","Suntrust Amadea: A Magnificent Condominium in Quezon City  About Suntrust Amadea Suntrust Amadea is a condominium development that redefines urban living in Quezon City. Inspired by modern-contemporary designs, this two-tower residential community provides the ideal blend of convenience, luxury, and accessibility. Suntrust Amadea offers various unit types:  Studio: ideal for professionals or singles seeking a cozy, private space 2-Bedroom: suitable for small families or roommates needing additional space 3-Bedroom: perfect for larger families or those seeking more room   Suntrust Amadea Features and Amenities Suntrust Amadea boasts a comprehensive suite of amenities for a balanced and fulfilling lifestyle. Residents can unwind at the sky garden or keep active in the fitness gym and lap pool. Families can enjoy quality time at the children’s playground or the kiddie pool, while professionals and students can find relaxation spaces like the Zen garden and outdoor lounge. For social gatherings, there’s a function hall, a gazebo, and a multipurpose hall.  Why Suntrust Amadea Is a Perfect Condominium Option in QC Suntrust Amadea offers a serene and secure environment amidst the city's bustling energy, making it the perfect address for those who want to experience upscale living with everything within reach. With easy access to educational institutions, healthcare facilities, business districts, and leisure spots, Amadea provides a strategic location that connects you to Metro Manila’s finest.  Suntrust Amadea Location Located at the corner of Quezon Avenue and Scout Reyes in Brgy. Paligsahan, Quezon City, Suntrust Amadea enjoys a prime spot in one of Metro Manila’s key urban areas. It is a short drive from educational institutions healthcare facilities, and shopping hubs.  How to Get to Suntrust Amadea  From EDSA: Head north on EDSA toward Quezon City, turn right onto Quezon Avenue, and continue until you reach Scout Reyes Street. From North Luzon Expressway (NLEX): Exit at Balintawak onto EDSA, head south, then turn left onto Quezon Avenue. Continue to Scout Reyes Street. From Manila City Center: Take Quezon Boulevard, which becomes Quezon Avenue, and proceed through Welcome Rotonda into Quezon City. Suntrust Amadea is on the corner of Scout Reyes. By Public Transportation: Jeepneys and buses along Quezon Avenue can drop you off near Scout Reyes. The MRT-3 (Quezon Avenue Station) is also nearby, with options to take a jeepney or tricycle to the location.   Financing Options Suntrust Amadea provides flexible payment terms, making it easier to secure a unit. Secure your dream condo through in-house financing and bank financing through BPI and BDO for additional flexibility and convenience.  LS No. 062 Turnover Date: 2023",https://www.lamudi.com.phhttps://www.lamudi.com.ph/new-developments/suntrust-amadea-2/2-bedroom-condo-unit-for-sale-in-paligsahan-quezon-171194834994/
61145,condo,1,1,74.47,Shang Summit,CD617275E87E683PH,"[121.035979,14.637561]",,"Quezon City Condo for Sale in Shang Summit by Shang Properties, South Triangle","South Triangle, Quezon City","Elevate your lifestyle with a prestigious condo unit for sale in Shang Summit by Shang Properties Quezon City, Metro Manila  Don’t miss out on this limited-time offer! Secure your luxury condo with our Special Promo Offer designed to fit your budget :  5(3) – 5(6) – 20(62) – 70 5% down payment in 3 months 5% over the next 6 months 20% payable over 62 months 70% balance on completion   Explore Your Options: Typical Units Available at Shang Summit   Other units are also available >   Expected turnover: 2030  Shang Summit is set to redefine luxury living in Quezon City. This iconic twin-tower condominium, a masterpiece by Shang Properties, promises an unparalleled residential experience. boasts a stunning architectural design that exudes elegance and sophistication.  If you’re interested in BUYING this property or wish to SELL a property, don't hesitate to contact us: Yvette De Asis Top Realty Corporation  #CondoforsaleinQuezonCity #Condominiumforsaleinsouthtrianglequezoncity #unitforsaleinshangsummit #ShangSummitQuezonCityCondoforsale #PropertyinvestmentinQuezonCity #PropertyforsaleinQuezoncity",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/quezon-city-condo-for-sale-in-shang-summit-by-shan-172542934818/
11600000,condo,2,1,50,One Delta Terraces,CD67805AD5E8C8APH,"[121.024192,14.639918]",270,2 BR Condo For Sale in West Ave. Quezon City - One Delta Terraces DMCI Homes,"Nayong Kanluran, Quezon City","Discover One Delta Terraces – 2-Bedroom Condo for Sale in West Avenue Corner Quezon Avenue, Quezon City


  Lifetime Ownership
  Flexible Payment Terms
  Resort Type Development
  Up to 16% Discount!


Contact us for a free unit quotation!

Available Units: Studio, 1 Bedroom - 3 Bedroom & Tandem Units

A Prime Investment and the Perfect Home for Your Family
Welcome to One Delta Terraces, a modern resort-inspired development by DMCI Homes, located in the heart of Quezon City. Whether you're looking for a luxurious home or a smart investment, this 2-bedroom condo is your gateway to comfort, convenience, and unparalleled city living.

Why Choose One Delta Terraces?
1. Strategic Location in Quezon City

  Situated at West Avenue corner Quezon Avenue, placing you at the crossroads of business, lifestyle, and leisure.
  Quick access to major thoroughfares like EDSA, NLEX, and MRT stations.


2. Resort-Inspired Living
Enjoy a range of amenities designed for relaxation, recreation, and modern living:

  Swimming pools (lap pool, leisure pool, and kiddie pool)
  Fitness gym with complete equipment
  Landscaped gardens and open spaces
  Function rooms for private events
  Sky lounge with stunning city views
  24/7 security for your peace of mind


3. Nearby Establishments and Institutions

  Shopping and Malls: SM North EDSA, Trinoma, Fisher Mall, Landmark Quezon City
  Educational Institutions: University of the Philippines Diliman, Ateneo de Manila University, St. Mary’s College, Philippine Science High School
  Hospitals: Capitol Medical Center, St. Luke’s Medical Center Quezon City, Philippine Heart Center
  Lifestyle and Entertainment: Tomas Morato and Timog Avenue dining hubs, Quezon Memorial Circle

4. Ideal for Investors and End Users

  For Investors: High rental demand due to proximity to schools, malls, and business hubs. Excellent property value appreciation in a growing city.
  For End Users: Spacious 2-bedroom layouts perfect for families, professionals, or retirees seeking a peaceful yet connected urban lifestyle.


5. Flexible Payment Terms
Own your dream home with payment plans tailored to your budget.
Schedule Your Exclusive Viewing Today!
See the elegance and convenience of One Delta Terraces for yourself. Contact us now to learn more about this exceptional property.

One Delta Terraces – Where Modern Living Meets Smart Investing.",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/2-br-condo-for-sale-in-west-ave-quezon-city-one-de-173646510927/
16599200,condo,2,3,84.12,The Signature,CD677F60757ADD8PH,"[120.996952,14.646511]",269,"For Sale 2 Bedroom Condominium at A. Bonifacio Ave., Balintawak, Quezon City","Pag-Ibig Sa Nayon, Quezon City","Discover The Signature: Where Elegance Meets Convenience
For Sale 2 Bedroom Condominium at A. Bonifacio Ave., Balintawak, Quezon City with 1 parking slot
Location: The Signature at A. Bonifacio Ave., Balintawak, Quezon City – the next established CBD of Quezon City.
Why Quezon City?
Strategic Location: Easy access to the Northern and Southern areas of Metro Manila. Enjoy seamless public transportation with MRT-1, MRT-3, LRT-2, and the newly-opened Skyway Stage 3 connecting NLEX and SLEX.
Prime Investment: Home to premium schools, top hospitals, entertainment hubs, and commercial establishments, making it a hotspot for real estate investment and rental income.
Abundant Opportunities: Quezon City offers a booming job market with a mix of outsourcing businesses and new enterprises catering to both locals and neighboring cities.
About the Developer: Prestige by Filinvest is dedicated to crafting living spaces that complement sophisticated lifestyles. With world-class facilities and luxurious amenities, these master-planned communities are built to be cherished from one generation to the next. Notable projects include Brentville International Community in Binan, Laguna, and The Glades at Timberland Heights in San Mateo, Rizal.
The Signature: An Exclusive Mid-Rise Community
Three Towers: A mid-rise, low-density development with a community retail plaza.
Tower 1: Ready-for-occupancy with 16 storeys and only 125 units.
Parking: Ample parking with 175 slots across GF, B1, and Bs.
Amenities: Located on the 2nd & 3rd floors, offering top-notch amenities.
Amenities:
From the Lobby: Multi-purpose Function Room The Signature Lake (Resort-style pool with Olympic-sized laps and wading pools) Sun deck Fully-equipped fitness center Meditation Garden
From the 3rd Floor: Mini-theater KTV Rooms Game Room Meeting Lounge
Unit Offerings:
2-Bedroom Units: ±84 sqm. livable area Graceful flow from dining area to living area to balcony Functional kitchen with base and overhead cabinets Master’s Bedroom with ensuite toilet and bath Secondary bedroom for guests Separate toilet and bath/powder room for guests Utility room with toilet and bath
Unit Inclusions:
Fully-finished units
Homogenous tile flooring in living, dining, and kitchen areas
Engineered wood flooring in bedrooms
Complete toilet and bath fixtures
Modular cabinets in bedrooms
Provision for kitchen range, refrigerator, and multi-point water heater
Elevate your lifestyle at The Signature, where luxury meets convenience. Secure your piece of this premier community today!

#philippinerealestate
#condominiumunitforsalephilippines
#condominiumforsalequezoncity
#brandnewcondounitforsale
#2brcondounitforsalethesignature
#2brcondounitforsaleabonifacioquezoncity
#brandnewcondounitquezoncity",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/for-sale-2-bedroom-condominium-at-a-bonifacio-ave-173640101323/
4850000,condo,1,1,28.5,Viera Residences,CD677BC02F648CFPH,"[121.035979,14.637561]",,1BR Condo in Quezon City for sale Viera Residences near St Luke Tomas Morato,"South Triangle, Quezon City","Viera Residences (Ready for occupancy)
Located Along Scout Tuazon, Quezon City

Good for Air bnb/leasing investment

1 Bedroom w/ toilet and balcony (28.5sqm)
Unit: 1028
Facing Amenities
Complete documents & Clean Title
Updated Monthly Association dues
Highly Security 24/7
Good Amenities Accessibility
Facilitated Gym
Event’s place
Admin’s Office
Swimming Pool

What's included? Bed, Dining table, refrigerator, cabinet and rangehood.
.
SP: 4,850,000 Gross
Seller shoulders CGT
.
NEAR
Tomas Morato
St Lukes
Restaurants
Bars

PM me for inquiries and viewing schedule.
REB PRC Lic. 032454
DHSUD No. NCR-B/007314

#VieraResidences
#dmcihomescondo #condoforsale #stlukehospitalquezoncity
#CondoInvestment",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/1br-condo-in-quezon-city-for-sale-viera-residences-173616337599/
15025600,condo,2,3,84.22,The Signature,CD677F5D8BA0544PH,"[120.996952,14.646511]",269,"For Sale 2 Bedroom Condominium at A. Bonifacio Ave., Balintawak, Quezon City","Pag-Ibig Sa Nayon, Quezon City","Discover The Signature: Where Elegance Meets Convenience
For Sale 2 Bedroom Condominium at A. Bonifacio Ave., Balintawak, Quezon City with 1 parking slot
Location: The Signature at A. Bonifacio Ave., Balintawak, Quezon City – the next established CBD of Quezon City.
Why Quezon City?
Strategic Location: Easy access to the Northern and Southern areas of Metro Manila. Enjoy seamless public transportation with MRT-1, MRT-3, LRT-2, and the newly-opened Skyway Stage 3 connecting NLEX and SLEX.
Prime Investment: Home to premium schools, top hospitals, entertainment hubs, and commercial establishments, making it a hotspot for real estate investment and rental income.
Abundant Opportunities: Quezon City offers a booming job market with a mix of outsourcing businesses and new enterprises catering to both locals and neighboring cities.
About the Developer: Prestige by Filinvest is dedicated to crafting living spaces that complement sophisticated lifestyles. With world-class facilities and luxurious amenities, these master-planned communities are built to be cherished from one generation to the next. Notable projects include Brentville International Community in Binan, Laguna, and The Glades at Timberland Heights in San Mateo, Rizal.
The Signature: An Exclusive Mid-Rise Community
Three Towers: A mid-rise, low-density development with a community retail plaza.
Tower 1: Ready-for-occupancy with 16 storeys and only 125 units.
Parking: Ample parking with 175 slots across GF, B1, and Bs.
Amenities: Located on the 2nd & 3rd floors, offering top-notch amenities.
Amenities:
From the Lobby: Multi-purpose Function Room The Signature Lake (Resort-style pool with Olympic-sized laps and wading pools) Sun deck Fully-equipped fitness center Meditation Garden
From the 3rd Floor: Mini-theater KTV Rooms Game Room Meeting Lounge
Unit Offerings:
2-Bedroom Units: ±84 sqm. livable area Graceful flow from dining area to living area to balcony Functional kitchen with base and overhead cabinets Master’s Bedroom with ensuite toilet and bath Secondary bedroom for guests Separate toilet and bath/powder room for guests Utility room with toilet and bath
Unit Inclusions:
Fully-finished units
Homogenous tile flooring in living, dining, and kitchen areas
Engineered wood flooring in bedrooms
Complete toilet and bath fixtures
Modular cabinets in bedrooms
Provision for kitchen range, refrigerator, and multi-point water heater
Elevate your lifestyle at The Signature, where luxury meets convenience. Secure your piece of this premier community today!

#philippinerealestate
#condominiumunitforsalephilippines
#2bedroomunitforsalequezoncity
#twobedroomunitforsaleabonifacio
#2brcondounitforsalenearbalintawakquezoncity
#forsalecondominiumunitquezoncityphilippines
#2brcondounitforsalebrandnew",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/for-sale-2-bedroom-condominium-at-a-bonifacio-ave-173640026792/
17331100,condo,2,3,85.58,The Signature,CD677F5E83280CCPH,"[120.996952,14.646511]",269,"For Sale 2 Bedroom Condominium at A. Bonifacio Ave., Balintawak, Quezon City","Pag-Ibig Sa Nayon, Quezon City","Discover The Signature: Where Elegance Meets Convenience For Sale 2 Bedroom Condominium at A. Bonifacio Ave., Balintawak, Quezon City with 1 parking slot Location: The Signature at A. Bonifacio Ave., Balintawak, Quezon City – the next established CBD of Quezon City. Why Quezon City? Strategic Location: Easy access to the Northern and Southern areas of Metro Manila. Enjoy seamless public transportation with MRT-1, MRT-3, LRT-2, and the newly-opened Skyway Stage 3 connecting NLEX and SLEX. Prime Investment: Home to premium schools, top hospitals, entertainment hubs, and commercial establishments, making it a hotspot for real estate investment and rental income. Abundant Opportunities: Quezon City offers a booming job market with a mix of outsourcing businesses and new enterprises catering to both locals and neighboring cities. About the Developer: Prestige by Filinvest is dedicated to crafting living spaces that complement sophisticated lifestyles. With world-class facilities and luxurious amenities, these master-planned communities are built to be cherished from one generation to the next. Notable projects include Brentville International Community in Binan, Laguna, and The Glades at Timberland Heights in San Mateo, Rizal. The Signature: An Exclusive Mid-Rise Community Three Towers: A mid-rise, low-density development with a community retail plaza. Tower 1: Ready-for-occupancy with 16 storeys and only 125 units. Parking: Ample parking with 175 slots across GF, B1, and Bs. Amenities: Located on the 2nd & 3rd floors, offering top-notch amenities. Amenities: From the Lobby: Multi-purpose Function Room The Signature Lake (Resort-style pool with Olympic-sized laps and wading pools) Sun deck Fully-equipped fitness center Meditation Garden From the 3rd Floor: Mini-theater KTV Rooms Game Room Meeting Lounge Unit Offerings: 2-Bedroom Units: ±84 sqm. livable area Graceful flow from dining area to living area to balcony Functional kitchen with base and overhead cabinets Master’s Bedroom with ensuite toilet and bath Secondary bedroom for guests Separate toilet and bath/powder room for guests Utility room with toilet and bath Unit Inclusions: Fully-finished units Homogenous tile flooring in living, dining, and kitchen areas Engineered wood flooring in bedrooms Complete toilet and bath fixtures Modular cabinets in bedrooms Provision for kitchen range, refrigerator, and multi-point water heater Elevate your lifestyle at The Signature, where luxury meets convenience. Secure your piece of this premier community today!",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/for-sale-2-bedroom-condominium-at-a-bonifacio-ave-173640051518/
15743600,condo,2,3,84.12,The Signature,CD677F5DE422E13PH,"[120.996952,14.646511]",269,"For Sale 2 Bedroom Condominium at A. Bonifacio Ave., Balintawak, Quezon City","Pag-Ibig Sa Nayon, Quezon City","Discover The Signature: Where Elegance Meets Convenience
For Sale 2 Bedroom Condominium at A. Bonifacio Ave., Balintawak, Quezon City with 1 parking slot
Location: The Signature at A. Bonifacio Ave., Balintawak, Quezon City – the next established CBD of Quezon City.
Why Quezon City?
Strategic Location: Easy access to the Northern and Southern areas of Metro Manila. Enjoy seamless public transportation with MRT-1, MRT-3, LRT-2, and the newly-opened Skyway Stage 3 connecting NLEX and SLEX.
Prime Investment: Home to premium schools, top hospitals, entertainment hubs, and commercial establishments, making it a hotspot for real estate investment and rental income.
Abundant Opportunities: Quezon City offers a booming job market with a mix of outsourcing businesses and new enterprises catering to both locals and neighboring cities.
About the Developer: Prestige by Filinvest is dedicated to crafting living spaces that complement sophisticated lifestyles. With world-class facilities and luxurious amenities, these master-planned communities are built to be cherished from one generation to the next. Notable projects include Brentville International Community in Binan, Laguna, and The Glades at Timberland Heights in San Mateo, Rizal.
The Signature: An Exclusive Mid-Rise Community
Three Towers: A mid-rise, low-density development with a community retail plaza.
Tower 1: Ready-for-occupancy with 16 storeys and only 125 units.
Parking: Ample parking with 175 slots across GF, B1, and Bs.
Amenities: Located on the 2nd & 3rd floors, offering top-notch amenities.
Amenities:
From the Lobby: Multi-purpose Function Room The Signature Lake (Resort-style pool with Olympic-sized laps and wading pools) Sun deck Fully-equipped fitness center Meditation Garden
From the 3rd Floor: Mini-theater KTV Rooms Game Room Meeting Lounge
Unit Offerings:
2-Bedroom Units: ±84 sqm. livable area Graceful flow from dining area to living area to balcony Functional kitchen with base and overhead cabinets Master’s Bedroom with ensuite toilet and bath Secondary bedroom for guests Separate toilet and bath/powder room for guests Utility room with toilet and bath
Unit Inclusions:
Fully-finished units
Homogenous tile flooring in living, dining, and kitchen areas
Engineered wood flooring in bedrooms
Complete toilet and bath fixtures
Modular cabinets in bedrooms
Provision for kitchen range, refrigerator, and multi-point water heater
Elevate your lifestyle at The Signature, where luxury meets convenience. Secure your piece of this premier community today!

#philippinerealestate
#philippinecondominiumforsale
#quezoncitycondominiumforsale
#twobedroomcondoforsalequezoncity
#2brcondominiumforsaleabonifacio
#2bedroomcondounitforsalenearNLEXbalintawak
#brandnewcondounitforsalephilippines",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/for-sale-2-bedroom-condominium-at-a-bonifacio-ave-173640035651/
7500000,condo,2,2,57,The Orabella,CD6778E6AB004B9PH,"[121.063966,14.622101]",270,"Condo For Sale in Quezon City, Metro Manila","Tagumpay, Quezon City","Ready for occupancy with big balcony

Welcome to The Orabella by DMCI, a high-rise residential development in Quezon City. The Orabella offers an exclusive living experience with spacious units and luxurious amenities. Strategically situated near major commercial centers, schools, and hospitals, The Orabella by DMCI ensures convenience and accessibility for its residents. Embrace a lifestyle of tranquility and ease at The Orabella, where comfort meets sophistication.

✅ UNITS DETAILS & PRICE
DIRECT FROM DEVELOPER


2BEDROOM .......57sqm………..…..7.5M

“Other units are also available”


PAYMENT TERM:

  Option 1:

5% Downpayment ( upto 12month to pay 0% int )
95% Balance ( cash or Bank financing )


  Option 2:

15% Downpayment ( upto 21month to pay 0% int )
85% Balance ( cash or Bank financing )


  Option 3:

30% Downpayment ( upto 21month to pay 0% int )
70% Balance ( cash or Bank financing )

20,000 Reservation fee
& AVAIL PROMO DISCOUNT

look for:
Brandon Pequit
In-house Property consultant of DMCI HOMES",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/condo-for-sale-in-quezon-city-metro-manila-173597661945/
7850000,condo,2,1,58.5,The Erin Heights,CD67804F4EAC941PH,"[121.082236,14.665648]",,2 Bedroom Condo For Sale in Commonwealt Quezon City - The Erin Heights DMCI Home,"Matandang Balara, Quezon City","2 Bedroom Condo For Sale in Commonwealth Quezon City - The Erin Heights by DMCI Homes

Luxury Living in a Prime Location
Exact location: Commonwealth Ave. Corner Tandang Sora Ave. Quezon City.
Discover The Erin Heights, a luxurious and resort-inspired condominium development in Commonwealth Quezon City. Whether you are looking for a dream home or a smart investment, this property offers unparalleled value and convenience.


  Lifetime Ownership
  Flexible Payment Terms
  Resort Type Development
  Up to 16% Discount!


Available Units: Studio, 1 Bedroom - 4 Bedroom Units.
Contact us for free unit qoutation

Why Choose The Erin Heights
1. Prime Location
Situated along Commonwealth Avenue, The Erin Heights connects you to key destinations with ease:

  Educational InstitutionsUniversity of the Philippines Diliman
Ateneo de Manila University
Miriam College
New Era University

  Nearby EstablishmentsShopping and Lifestyle Hubs UP Town Center, SM North EDSA, Trinoma, Ayala Malls Vertis North
Healthcare Facilities Philippine Heart Center, Lung Center of the Philippines, East Avenue Medical Center
Government and Business Hubs Quezon City Hall, Batasang Pambansa


2. Resort-Inspired Amenities
Enjoy a relaxing and vibrant lifestyle with world-class facilities

  Infinity pool and lap pool
  Landscaped gardens and open spaces
  Sky lounges with stunning city views
  Fully equipped fitness gym
  Function rooms and co-working spaces
  Children s playground and daycare center


3. Ideal for Investors and End Users

  For InvestorsHigh rental demand due to proximity to top universities and major business districts
Excellent property appreciation potential in a booming area

  For End UsersSpacious and thoughtfully designed 2-bedroom units perfect for families or professionals
A serene environment amidst the bustling city ideal for work-life balance


4. Flexible Payment Terms
Affordable options tailored to suit your budget and financial goals

Make the Smart Move Today
Do not miss this opportunity to own a 2-bedroom unit in one of Quezon City s most sought-after addresses
Schedule a Viewing Now
Experience The Erin Heights firsthand and see why it is the perfect choice for your next home or investment

The Erin Heights Where Comfort Meets Convenience

Contact us through",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/2-bedroom-condo-for-sale-in-commonwealt-quezon-cit-173646215897/
11000000,condo,1,,37,Magnolia Place,CD678B085C6C352PH,"[121.04641,14.617893]",,MAGNOLIA RESIDENCES TOWER D 33TH FLOOR FOR SALE,"Kaunlaran, Quezon City","FOR SALE!  MAGNOLIA RESIDENCES TOWER D 33TH FLOOR  RUSH SALE PRICE: PHP 11,000,000  FLOOR AREA: 37 sqm. LOCATION: 56-E N. Domingo, Quezon City, 1112 Metro Manila  FULLY FURNISHED MODERN STYLE 1 BEDROOM 1 BATHROOM INCLUDES BRAND NEW APPLIANCES - FLATSCREEN TV - ELECTRIC OVEN - REFRIGERATOR - INVERTER - KETTLE AND OTHER NEW APPLIANCES  LICENSED BROKERS ARE WELCOME   Pls call :  Marivic Angeles REBL #2511",https://www.lamudi.com.phhttps://www.lamudi.com.ph/buy/metro-manila/quezon-city/magnolia-residences-tower-d-33th-floor-for-sale-17371648925/
